id,polarity,movie_id,rating,testset,valence
50,0,10044,2,1,-1.826258446649254
51,0,10045,1,1,-2.519870623627821
52,0,10046,4,1,0.3699923981479182
53,0,10047,1,1,-1.8323559423478302
54,0,10048,1,1,-6.65172273487623
55,0,10049,1,1,-2.1349914484592896
56,0,1004,4,1,-1.1362942782914685
57,0,10050,4,1,0.5015908033975714
58,0,10051,2,1,-1.2058382593191381
59,0,10052,4,1,-2.134914155899104
60,0,10053,4,1,-0.5619238376247321
61,0,10054,3,1,-0.08474293495884277
62,0,10055,1,1,-2.9593463307544696
63,0,10056,1,1,-0.8170760047218472
64,0,10057,1,1,-1.7735665034602486
65,0,10058,2,1,-0.9113213997757349
66,0,10059,1,1,-0.09702357054844404
67,0,1005,2,1,-4.538341148819332
68,0,10060,3,1,-0.45300475259586387
69,0,10061,4,1,-2.334619202630379
70,0,10062,4,1,-1.3731862497086997
71,0,10063,1,1,-3.5221735600523836
72,0,10064,2,1,-1.6000377482464585
73,0,10065,1,1,-0.36077899302529504
74,0,10066,1,1,-0.9231020741574691
75,0,10067,4,1,-0.2817670063373531
76,0,10068,3,1,-1.0081139676689173
77,0,10069,3,1,0.7284508105401087
78,0,1006,3,1,-3.012439324800667
79,0,10070,3,1,-1.2136179499485864
80,0,10071,2,1,0.2638727031828137
81,0,10072,1,1,-3.2951755099623328
82,0,10073,3,1,-0.9786395390999417
83,0,10074,3,1,-1.283919473244597
84,0,10075,3,1,-0.871216976348547
85,0,10076,3,1,-0.557337499692948
86,0,10077,3,1,-0.41301241443333286
87,0,10078,3,1,-0.8926589453096172
88,0,10079,1,1,-1.3480683524644872
89,0,1007,4,1,-0.3811910525976108
90,0,10080,1,1,-0.08867091752568962
91,0,10081,1,1,-0.893197285342293
92,0,10082,1,1,-0.5527934633469549
93,0,10083,2,1,-0.6044759275072593
94,0,10084,3,1,-0.7619079685927393
95,0,10085,2,1,-0.7127405559833713
96,0,10086,1,1,-0.4152930047552681
97,0,10087,1,1,-1.0313792278698617
98,0,10088,1,1,-1.559258490771221
99,0,10089,1,1,-0.6420488424789107
100,0,1008,2,1,-0.18428549507430797
101,0,10090,3,1,-2.200995226828949
102,0,10091,1,1,-0.38061917520044
103,0,10092,4,1,-0.044988729857294546
104,0,10093,1,1,-1.6126824792465349
105,0,10094,4,1,0.8566396607242204
106,0,10095,3,1,-2.686072345595718
107,0,10096,1,1,-0.8074917272587386
108,0,10097,2,1,-0.20983578886326654
109,0,10098,1,1,-0.8883347180552743
110,0,10099,4,1,-0.8418774244728694
111,0,1009,3,1,-2.336670803066928
112,0,100,4,1,-1.1315209209296813
113,0,10100,3,1,-1.071360749867245
114,0,10101,4,1,-1.1593355972859685
115,0,10102,2,1,1.0831741699693485
116,0,10103,1,1,-1.5272558713877626
117,0,10104,1,1,-3.0194420786127187
118,0,10105,3,1,-1.2474633088012717
119,0,10106,1,1,-0.6626985784679286
120,0,10107,2,1,-0.5062998673127425
121,0,10108,1,1,-0.7264380889044698
122,0,10109,1,1,-1.0100978234379825
123,0,1010,1,1,-2.5017124413101075
124,0,10110,1,1,-1.4618202026605995
125,0,10111,1,1,-1.795301930025714
126,0,10112,1,1,-0.7497578653976403
127,0,10113,1,1,-0.6114496882406346
128,0,10114,2,1,-3.12336207707362
129,0,10115,1,1,-2.6330692888629836
130,0,10116,1,1,-1.0870331532660353
131,0,10117,1,1,-3.3302865394922105
132,0,10118,1,1,-0.9698589122315664
133,0,10119,1,1,1.5515063766324864
134,0,1011,4,1,-3.0758584949694416
135,0,10120,1,1,-2.411106922394097
136,0,10121,1,1,-0.21907646265424963
137,0,10122,2,1,-0.194362566236948
138,0,10123,4,1,0.5496641644766307
139,0,10124,3,1,1.479719178443291
140,0,10125,4,1,-0.5673601039586229
141,0,10126,4,1,-2.1720065543926887
142,0,10127,2,1,-0.6876882589698976
143,0,10128,1,1,-2.0482499750289955
144,0,10129,2,1,-1.5069522965163127
145,0,1012,1,1,-0.033492862988084134
146,0,10130,2,1,-1.6858888166153865
147,0,10131,3,1,0.25226699725830853
148,0,10132,3,1,-0.9073109574330166
149,0,10133,4,1,-1.1469902607330504
150,0,10134,4,1,-1.0209090684430486
151,0,10135,3,1,-2.0120781623191992
152,0,10136,1,1,-0.8482249064769449
153,0,10137,2,1,0.021644759314774997
154,0,10138,2,1,-2.386153917794603
155,0,10139,1,1,0.03113255076315143
156,0,1013,1,1,-0.9233271825851459
157,0,10140,1,1,-3.1610501849330794
158,0,10141,1,1,-0.7658419309006043
159,0,10142,3,1,-1.6028397585760459
160,0,10143,3,1,-0.4769090319492175
161,0,10144,1,1,-0.4535580523711322
162,0,10145,1,1,0.2870024015881885
163,0,10146,1,1,-0.4327315030177043
164,0,10147,1,1,-1.658019390566716
165,0,10148,1,1,-1.792971869634693
166,0,10149,1,1,-0.7189838588494307
167,0,1014,4,1,-0.6532685323662785
168,0,10150,2,1,-0.8472711312925093
169,0,10151,1,1,-1.0070393791273418
170,0,10152,1,1,-0.7168467750613609
171,0,10153,1,1,-1.776445795398611
172,0,10154,2,1,1.384656841430702
173,0,10155,1,1,-1.4448250678120644
174,0,10156,3,1,-1.0788687687604253
175,0,10157,1,1,-0.9045775432423627
176,0,10158,2,1,-1.0143549506385054
177,0,10159,4,1,-0.8443120592557669
178,0,1015,4,1,-1.455727152381139
179,0,10160,3,1,-0.5835113300230792
180,0,10161,1,1,-3.0242423534032397
181,0,10162,4,1,-1.425912820622121
182,0,10163,4,1,-1.239712793614025
183,0,10164,4,1,-1.3584515410825353
184,0,10165,2,1,-0.9238874524495855
185,0,10166,4,1,-0.035655524471886454
186,0,10167,4,1,-0.8542029785309545
187,0,10168,4,1,-0.5971700829294395
188,0,10169,3,1,-3.441066214380116
189,0,1016,3,1,0.4238216968210186
190,0,10170,1,1,-2.8150783798642864
191,0,10171,1,1,-1.8804485753298732
192,0,10172,1,1,-1.559258490771221
193,0,10173,1,1,0.9826485585187571
194,0,10174,1,1,-1.434906927852894
195,0,10175,2,1,-0.27452818995216305
196,0,10176,1,1,-1.8537753503146213
197,0,10177,3,1,0.32471865725156124
198,0,10178,1,1,-0.31293793911612294
199,0,10179,1,1,-1.5424505877330108
200,0,1017,1,1,-0.3136676750437582
201,0,10180,1,1,-0.7025499550361063
202,0,10181,2,1,-0.45569796673375684
203,0,10182,3,1,-0.5135390647935184
204,0,10183,1,1,-0.6110442735788029
205,0,10184,1,1,-1.6494167130804234
206,0,10185,1,1,-0.08545969054062602
207,0,10186,1,1,-0.9291035497859008
208,0,10187,1,1,-2.832018691380303
209,0,10188,1,1,1.1762141006678994
210,0,10189,1,1,-2.200995226828949
211,0,1018,4,1,-0.7395853465664258
212,0,10190,1,1,-1.434906927852894
213,0,10191,1,1,0.34019639689128783
214,0,10192,1,1,-1.2919278028779762
215,0,10193,1,1,-0.30346648493112754
216,0,10194,1,1,-0.40052574719358847
217,0,10195,1,1,-1.8573317803166545
218,0,10196,1,1,-1.7359686064972624
219,0,10197,2,1,0.5725422670301699
220,0,10198,2,1,-0.2807088299298604
221,0,10199,1,1,-1.7173675416839949
222,0,1019,3,1,-0.4262348075866
223,0,101,3,1,-1.4200797270577876
224,0,10200,1,1,-0.24009692918844544
225,0,10201,1,1,1.4195691743249035
226,0,10202,4,1,-1.0998121898835134
227,0,10203,2,1,0.5103464239185156
228,0,10204,2,1,-3.927174041500172
229,0,10205,1,1,-1.194057584937401
230,0,10206,4,1,-1.467709876599896
231,0,10207,3,1,-0.4208908173636497
232,0,10208,1,1,0.7884616181604691
233,0,10209,1,1,-1.7606258319474073
234,0,1020,2,1,3.6844652803801865
235,0,10210,3,1,-0.9438198118632821
236,0,10211,4,1,0.03113255076315143
237,0,10212,4,1,-0.6985092173959865
238,0,10213,4,1,-0.8842004227818093
239,0,10214,2,1,-1.4376268526740743
240,0,10215,4,1,-0.7372292116900796
241,0,10216,1,1,-1.01413455801634
242,0,10217,4,1,-0.9513484015360734
243,0,10218,4,1,-2.3678411415176512
244,0,10219,4,1,0.7379730136673169
245,0,1021,2,1,-2.9345241740304098
246,0,10220,3,1,-0.8212085677205548
247,0,10221,2,1,-1.4939292964725015
248,0,10222,1,1,-0.5925502106228752
249,0,10223,2,1,-0.17082186720946604
250,0,10224,2,1,-0.25079811820147097
251,0,10225,1,1,-0.5971700829294395
252,0,10226,3,1,0.9431847609620736
253,0,10227,3,1,0.14536939325271236
254,0,10228,1,1,-1.1182015352598806
255,0,10229,2,1,-0.2355996993893626
256,0,1022,3,1,-0.2563957731300676
257,0,10230,2,1,-0.9929512695074482
258,0,10231,4,1,-0.6839589681282217
259,0,10232,1,1,-0.9270946876508627
260,0,10233,3,1,-0.41295569818187355
261,0,10234,3,1,-1.837665026373785
262,0,10235,3,1,1.0112846593235925
263,0,10236,4,1,-0.636870524069356
264,0,10237,3,1,-0.0978725527326644
265,0,10238,2,1,0.8216543782932485
266,0,10239,1,1,-0.23247111059057984
267,0,1023,3,1,0.34799206861674176
268,0,10240,1,1,-2.8758732966736984
269,0,10241,1,1,-0.7608066410901639
270,0,10242,2,1,-0.3287135030789684
271,0,10243,2,1,-0.4325092820472263
272,0,10244,2,1,-0.3857835188820172
273,0,10245,4,1,1.144941765036382
274,0,10246,2,1,-1.104645287065762
275,0,10247,1,1,-0.5381996992210895
276,0,10248,1,1,0.03113255076315143
277,0,10249,1,1,-1.8803233489213522
278,0,1024,4,1,-0.6565002908664431
279,0,10250,4,1,-1.7359686064972624
280,0,10251,3,1,-1.6892904627205698
281,0,10252,1,1,-2.3007122753124456
282,0,10253,3,1,-0.861359985530299
283,0,10254,1,1,-0.8925193259495221
284,0,10255,1,1,1.3690805698317483
285,0,10256,4,1,-3.679779879483717
286,0,10257,3,1,-0.5381349361395305
287,0,10258,1,1,-0.6757079121410141
288,0,10259,3,1,-2.1079899027626126
289,0,1025,3,1,0.5080962022532663
290,0,10260,1,1,1.516211503127458
291,0,10261,1,1,-1.1484952416332026
292,0,10262,4,1,-1.2653162982708284
293,0,10263,3,1,-1.6652845602068456
294,0,10264,2,1,-1.8456507472927364
295,0,10265,3,1,-1.1548769150835365
296,0,10266,1,1,-1.6521340399667674
297,0,10267,4,1,0.01760450362623048
298,0,10268,3,1,-2.6380142335091583
299,0,10269,4,1,0.6326989021709503
300,0,1026,2,1,-0.6862577697962999
301,0,10270,1,1,-3.116308001036528
302,0,10271,1,1,1.921312921494289
303,0,10272,1,1,-0.7504930805711463
304,0,10273,1,1,-1.3573040727986005
305,0,10274,2,1,-0.38572208120597057
306,0,10275,3,1,0.14996370104848833
307,0,10276,1,1,-3.890691953092217
308,0,10277,2,1,0.3810535720028352
309,0,10278,4,1,-0.6757079121410141
310,0,10279,4,1,-2.5311641272644483
311,0,1027,4,1,0.8981901852589258
312,0,10280,4,1,-0.22572927469153803
313,0,10281,4,1,-0.386998427292831
314,0,10282,2,1,-1.8537753503146213
315,0,10283,1,1,-2.796229300853511
316,0,10284,1,1,-2.2998855821589466
317,0,10285,1,1,-2.0415151810992613
318,0,10286,3,1,-1.5725117494506713
319,0,10287,1,1,-0.6506426474990206
320,0,10288,1,1,-4.123358333245005
321,0,10289,1,1,-1.065461064583496
322,0,1028,4,1,-0.21241248001966956
323,0,10290,1,1,-1.4824551542542477
324,0,10291,3,1,-2.0605834272353816
325,0,10292,2,1,-1.5230579569423215
326,0,10293,1,1,-1.7554826070068847
327,0,10294,2,1,-1.4025156197599853
328,0,10295,1,1,-0.41690706540573097
329,0,10296,1,1,-1.9262718080483832
330,0,10297,1,1,-1.079616748086249
331,0,10298,1,1,-1.812307376490912
332,0,10299,1,1,-2.032635224139521
333,0,1029,2,1,-3.0266069332074594
334,0,102,4,1,-0.9883488861178562
335,0,10300,1,1,-1.9155756093663525
336,0,10301,2,1,0.19406526763597376
337,0,10302,3,1,-0.46581642097296494
338,0,10303,3,1,-0.4610378456293784
339,0,10304,2,1,-1.7517261964346156
340,0,10305,1,1,-0.5704338006446475
341,0,10306,1,1,-0.7272656870822589
342,0,10307,2,1,0.0037709844571857404
343,0,10308,1,1,-1.2522089989068224
344,0,10309,2,1,-1.143616387584614
345,0,1030,2,1,-0.9113213997757349
346,0,10310,1,1,-1.8997487137555427
347,0,10311,1,1,2.214867314206915
348,0,10312,1,1,-0.589507855689286
349,0,10313,1,1,-0.512590882240052
350,0,10314,1,1,0.03113255076315143
351,0,10315,1,1,0.319638862152605
352,0,10316,1,1,-0.812515743670851
353,0,10317,1,1,-1.8195042975677531
354,0,10318,1,1,-1.3825483750451797
355,0,10319,1,1,-2.659064641385409
356,0,1031,1,1,-2.1995678069871647
357,0,10320,1,1,-2.876552080728981
358,0,10321,1,1,-1.62036385789144
359,0,10322,1,1,-1.2787781794273325
360,0,10323,2,1,0.40561756422230966
361,0,10324,1,1,-1.5844048757242346
362,0,10325,2,1,-2.6487147694648128
363,0,10326,1,1,-0.07931127156562442
364,0,10327,1,1,-2.1108082459161364
365,0,10328,1,1,-1.7718228328764594
366,0,10329,1,1,-2.1600728842397614
367,0,1032,1,1,0.3583346641549905
368,0,10330,2,1,-1.9715820941319833
369,0,10331,1,1,-2.1748310917069906
370,0,10332,1,1,-0.6114496882406346
371,0,10333,1,1,-1.3987975810889517
372,0,10334,1,1,-0.9413358567992666
373,0,10335,1,1,0.5186087320763682
374,0,10336,1,1,-0.44472944393516994
375,0,10337,1,1,-1.9552703911418865
376,0,10338,3,1,-0.3910527030981578
377,0,10339,4,1,-2.909323774918177
378,0,1033,2,1,-0.9382486555054159
379,0,10340,1,1,-0.08121295327459574
380,0,10341,2,1,0.7222654478250008
381,0,10342,1,1,-1.1535162697466226
382,0,10343,1,1,-0.9237221096512475
383,0,10344,4,1,-1.7103221826219783
384,0,10345,3,1,-2.796229300853511
385,0,10346,4,1,-1.5558732395121009
386,0,10347,1,1,-0.827812821879884
387,0,10348,1,1,0.12751988661371919
388,0,10349,2,1,-0.35441679263911957
389,0,1034,2,1,-4.282780377476701
390,0,10350,1,1,0.6418427107123504
391,0,10351,3,1,-1.202843172611915
392,0,10352,1,1,-1.3629139177422844
393,0,10353,2,1,-0.5016833604837572
394,0,10354,4,1,0.05393385601812378
395,0,10355,4,1,1.013690924729223
396,0,10356,1,1,-1.3867683181072916
397,0,10357,2,1,-2.196258616160318
398,0,10358,3,1,-0.3588483942874208
399,0,10359,1,1,-0.13427773443346902
400,0,1035,3,1,0.03501096208223909
401,0,10360,1,1,0.7930826090801817
402,0,10361,1,1,-0.0068186150303599395
403,0,10362,4,1,-0.574730703154704
404,0,10363,3,1,-0.12067211241089684
405,0,10364,2,1,-0.07205583798198079
406,0,10365,1,1,-1.923352487602729
407,0,10366,3,1,0.03113255076315143
408,0,10367,3,1,-2.4796729978495375
409,0,10368,3,1,-0.6068707174163793
410,0,10369,4,1,-0.1176759677429875
411,0,1036,3,1,-1.9691447132254178
412,0,10370,3,1,-2.3447634568050426
413,0,10371,4,1,-0.5478914449927661
414,0,10372,4,1,-0.7518291927614601
415,0,10373,2,1,0.6433565737510109
416,0,10374,3,1,-1.153864695870301
417,0,10375,3,1,-0.139877238649144
418,0,10376,3,1,-1.5248652467708486
419,0,10377,2,1,0.03113255076315143
420,0,10378,4,1,-1.9662188357792285
421,0,10379,3,1,-1.0160385053911667
422,0,1037,1,1,-0.8251541814407495
423,0,10380,1,1,-0.9790602774707164
424,0,10381,2,1,-1.5110648228459356
425,0,10382,3,1,-2.0350164946490223
426,0,10383,1,1,-1.7516374837537576
427,0,10384,1,1,0.0369026769909388
428,0,10385,1,1,-2.4106799574512365
429,0,10386,1,1,-1.7561117284971213
430,0,10387,1,1,-0.7044412642915893
431,0,10388,4,1,-0.10945450263215122
432,0,10389,1,1,-0.750903706066989
433,0,1038,1,1,0.6081451735420613
434,0,10390,1,1,-0.9622648565616208
435,0,10391,4,1,-0.998005031234302
436,0,10392,2,1,-1.4314256410970627
437,0,10393,1,1,-1.1232341223821127
438,0,10394,1,1,-0.5885631975363886
439,0,10395,2,1,-0.4684389042217467
440,0,10396,4,1,0.737973013667314
441,0,10397,1,1,-2.817812215751346
442,0,10398,1,1,-2.6371901967000735
443,0,10399,2,1,-2.354454011538407
444,0,1039,1,1,-0.39911816578720943
445,0,103,3,1,-1.262001939511135
446,0,10400,4,1,-0.88268329630632
447,0,10401,1,1,-1.828576046824278
448,0,10402,3,1,0.03113255076315143
449,0,10403,4,1,-0.6801534496435555
450,0,10404,4,1,0.24212970386887023
451,0,10405,4,1,-0.49442412283147386
452,0,10406,1,1,-2.2106809883885195
453,0,10407,2,1,0.5534564269654257
454,0,10408,2,1,0.21796262906381184
455,0,10409,2,1,-0.432900119540346
456,0,1040,4,1,-1.0627872132551974
457,0,10410,1,1,-1.9525810064195053
458,0,10411,3,1,-1.2353612568617436
459,0,10412,2,1,-2.4635984947809604
460,0,10413,3,1,-0.7891514432243973
461,0,10414,1,1,-0.7261965166341664
462,0,10415,3,1,-1.0337180167288365
463,0,10416,4,1,-0.6985552806389262
464,0,10417,2,1,-0.905318508371028
465,0,10418,1,1,-1.7445053270637363
466,0,10419,4,1,1.798233708023565
467,0,1041,2,1,-0.5360328506090516
468,0,10420,3,1,-1.869225415077554
469,0,10421,4,1,-0.44751532175462944
470,0,10422,3,1,-0.8754065974555925
471,0,10423,1,1,0.06121086833354025
472,0,10424,1,1,-1.5396240334683258
473,0,10425,1,1,-0.17082186720946604
474,0,10426,4,1,-0.7015050093272951
475,0,10427,1,1,-1.3301898222374622
476,0,10428,1,1,-1.0884268401454593
477,0,10429,1,1,-0.2318778540383971
478,0,1042,3,1,-2.2505980663309963
479,0,10430,1,1,-0.8496031764661095
480,0,10431,2,1,-1.0563143152432553
481,0,10432,4,1,0.5783638768825048
482,0,10433,2,1,-1.1981552108093099
483,0,10434,1,1,-1.2254727166220303
484,0,10435,1,1,-0.6973901349294833
485,0,10436,1,1,-1.0812721121679925
486,0,10437,1,1,-0.410845853627497
487,0,10438,3,1,-1.5396240334683258
488,0,10439,3,1,-0.340345648719328
489,0,1043,4,1,-3.997858087790591
490,0,10440,1,1,-1.258541276290063
491,0,10441,4,1,-2.3045141962245252
492,0,10442,2,1,-0.556577497044804
493,0,10443,3,1,1.2877378181483332
494,0,10444,1,1,-1.2254727166220303
495,0,10445,1,1,-1.7972281132822878
496,0,10446,2,1,-0.38893263861989386
497,0,10447,2,1,-0.37600755586964785
498,0,10448,1,1,-0.8584735146987873
499,0,10449,2,1,-2.332578321971034
500,0,1044,3,1,-1.0000229480617484
501,0,10450,1,1,-1.7428984149571047
502,0,10451,1,1,-1.0548739882684124
503,0,10452,1,1,-0.5785173484916912
504,0,10453,1,1,-0.21354299408828895
505,0,10454,1,1,-0.410642738551952
506,0,10455,1,1,-0.8877600510122609
507,0,10456,1,1,-1.0908364379736168
508,0,10457,1,1,-0.5641015232614071
509,0,10458,1,1,-0.6377057367160582
510,0,10459,1,1,-2.059627134248116
511,0,1045,3,1,-0.267311200240828
512,0,10460,1,1,-2.1453258529993136
513,0,10461,1,1,-2.265855215584729
514,0,10462,3,1,-1.704763124048719
515,0,10463,2,1,-0.8696198975395015
516,0,10464,2,1,-0.0602995489159931
517,0,10465,3,1,0.45439031298121396
518,0,10466,3,1,-3.460230947824088
519,0,10467,3,1,-1.3825483750451766
520,0,10468,2,1,-0.3163644365863799
521,0,10469,3,1,0.7280175141897917
522,0,1046,1,1,-2.670168581354677
523,0,10470,1,1,-1.5459002746796184
524,0,10471,4,1,-0.27871532338661853
525,0,10472,3,1,-1.899194817810473
526,0,10473,4,1,-2.301440976820592
527,0,10474,3,1,0.14893929458051047
528,0,10475,2,1,-0.3899638952223061
529,0,10476,2,1,0.35301682310104593
530,0,10477,1,1,-0.589507855689286
531,0,10478,1,1,-1.0572354467062264
532,0,10479,4,1,-0.2664844862491264
533,0,1047,4,1,0.14893929458051047
534,0,10480,4,1,-0.611747870254093
535,0,10481,3,1,-1.2540319272444207
536,0,10482,4,1,-1.3545546933460044
537,0,10483,1,1,-1.3585876813874098
538,0,10484,2,1,-2.4593955784587433
539,0,10485,1,1,-2.230756930530178
540,0,10486,1,1,-0.27452818995216305
541,0,10487,3,1,-0.2394283919752845
542,0,10488,3,1,-1.62036385789144
543,0,10489,1,1,-1.9239974093743828
544,0,1048,4,1,-0.08737962265790439
545,0,10490,1,1,-3.0237181854663437
546,0,10491,3,1,-0.21907646265424963
547,0,10492,1,1,-2.0213227192993144
548,0,10493,1,1,-0.7308514943533936
549,0,10494,2,1,-1.0198763050734074
550,0,10495,2,1,-0.28173126068623316
551,0,10496,1,1,-1.6020640467545475
552,0,10497,1,1,-1.5065874756322317
553,0,10498,1,1,0.5666177499329725
554,0,10499,1,1,-0.10678753955961241
555,0,1049,3,1,-0.5218165813758475
556,0,104,1,1,-1.4429620898233122
557,0,10500,1,1,-0.9319375799437741
558,0,10501,1,1,-0.9478655325517321
559,0,10502,1,1,-0.8823228166822314
560,0,10503,1,1,-0.7054070912546337
561,0,10504,1,1,-2.4847402833025214
562,0,10505,1,1,-0.8750731709088542
563,0,10506,1,1,-1.888681052186433
564,0,10507,2,1,-1.4609904264162505
565,0,10508,1,1,-0.17986460234256735
566,0,10509,1,1,-0.8085082415351301
567,0,1050,4,1,-0.8289556763672928
568,0,10510,2,1,-0.6141782752427734
569,0,10511,1,1,-0.6309711739825214
570,0,10512,1,1,-2.20366843374822
571,0,10513,1,1,-1.7013195641980365
572,0,10514,1,1,-0.4385594832187677
573,0,10515,3,1,-1.2703514761715016
574,0,10516,1,1,-0.5986589517296573
575,0,10517,1,1,-0.462151857391245
576,0,10518,1,1,-1.171210216439489
577,0,10519,1,1,-0.7588238258694432
578,0,1051,1,1,-2.4523609675487803
579,0,10520,2,1,-0.0985629470174279
580,0,10521,2,1,-0.30975504836793316
581,0,10522,1,1,-2.0422661404224
582,0,10523,1,1,-0.5509713598638071
583,0,10524,2,1,-2.859765522238153
584,0,10525,4,1,-0.8877600510122609
585,0,10526,2,1,0.41668189416542245
586,0,10527,3,1,-1.43966679628996
587,0,10528,1,1,0.4661112971657124
588,0,10529,3,1,-0.9373560392933836
589,0,1052,3,1,-0.6166715755101918
590,0,10530,1,1,-2.1137626470150046
591,0,10531,3,1,-0.7026118743968819
592,0,10532,1,1,-1.605761152804388
593,0,10533,3,1,-1.522362972103145
594,0,10534,2,1,-2.499530834943118
595,0,10535,3,1,-0.5232521260244294
596,0,10536,2,1,-0.4400944245062903
597,0,10537,3,1,-1.3633798201189624
598,0,10538,1,1,-1.9715820941319833
599,0,10539,2,1,-2.543786278387735
600,0,1053,4,1,-1.1330752704907656
601,0,10540,1,1,-0.24248311229652522
602,0,10541,2,1,-0.6693315735317554
603,0,10542,4,1,-1.6850521324745023
604,0,10543,3,1,-1.4142452567897594
605,0,10544,3,1,-1.4248179043882836
606,0,10545,2,1,-1.5919825862760433
607,0,10546,1,1,-2.0251306140489653
608,0,10547,3,1,-0.011384168810030307
609,0,10548,1,1,-1.269041147425532
610,0,10549,2,1,-1.9636878277937073
611,0,1054,2,1,-2.5730165230942994
612,0,10550,2,1,-0.43236939212482534
613,0,10551,1,1,-1.0055667948296227
614,0,10552,4,1,0.5783638768825048
615,0,10553,1,1,0.1315971850845532
616,0,10554,2,1,0.5867990418323207
617,0,10555,3,1,-0.19575451140361513
618,0,10556,3,1,0.4211134958137237
619,0,10557,3,1,0.7665734948252884
620,0,10558,4,1,-1.3426831862479796
621,0,10559,3,1,0.3411705934117847
622,0,1055,3,1,-0.26492628186686334
623,0,10560,4,1,-0.900611695792338
624,0,10561,2,1,-0.4400944245062903
625,0,10562,1,1,0.10923646931609735
626,0,10563,2,1,-2.2883199861918326
627,0,10564,3,1,-2.3943004101825145
628,0,10565,1,1,-1.5952411548193635
629,0,10566,3,1,-2.268374191216921
630,0,10567,4,1,-1.146934887410456
631,0,10568,4,1,-1.3432794604393923
632,0,10569,1,1,-0.6065604755525615
633,0,1056,3,1,1.7027844484343142
634,0,10570,1,1,-0.7000817212066738
635,0,10571,3,1,-0.3063267670104489
636,0,10572,1,1,-1.0914964197316974
637,0,10573,3,1,0.17379759832178956
638,0,10574,3,1,-0.5574632250380867
639,0,10575,1,1,-1.1619160918265379
640,0,10576,1,1,-1.5660031516767947
641,0,10577,1,1,-1.0342501759329805
642,0,10578,1,1,-1.2950347939237112
643,0,10579,1,1,-1.2627449067563357
644,0,1057,2,1,-1.798336882635863
645,0,10580,1,1,-1.581658364595647
646,0,10581,3,1,0.3845527822152342
647,0,10582,2,1,0.2213138412306388
648,0,10583,1,1,-0.25844402597500477
649,0,10584,3,1,-0.38893263861989386
650,0,10585,3,1,-0.694067404683978
651,0,10586,1,1,-2.351753201909405
652,0,10587,1,1,0.3637633568356987
653,0,10588,1,1,-0.02541468626918181
654,0,10589,3,1,-1.7409463562360221
655,0,1058,1,1,-0.799404993149243
656,0,10590,3,1,-0.48721712203323564
657,0,10591,2,1,-1.228112643654353
658,0,10592,1,1,-0.5866103748001523
659,0,10593,3,1,-0.5995866315205652
660,0,10594,1,1,-0.6263934612407214
661,0,10595,1,1,-0.09103740578818333
662,0,10596,3,1,0.09719240710933395
663,0,10597,1,1,0.2667460383978723
664,0,10598,4,1,-0.9838178575094937
665,0,10599,1,1,-0.7628526267456367
666,0,1059,1,1,-0.39911816578720943
667,0,105,3,1,-2.0557297682872417
668,0,10600,3,1,-0.7018871885448713
669,0,10601,1,1,-0.7497578653976403
670,0,10602,2,1,-1.9884116289630347
671,0,10603,3,1,0.4211134958137237
672,0,10604,3,1,-0.15326061347271547
673,0,10605,1,1,-3.3415062293795788
674,0,10606,1,1,-0.3851661267754954
675,0,10607,1,1,-1.5239164676260126
676,0,10608,1,1,-1.9646522856721382
